RunNumber NLivePmts NTT8 Nentries MaxY MaxX GausAmp GausMean GausSigma SkewAmp SkewMean SkewLeftSigma SkewRightSigma BadChannels
11342 1764 124044 16142042 1.81777e+06 651.75 1.5506e+06 652.26 1.86399 3.66931e+06 650.818 1.1127 3.62511 7
11343 1764 123955 16143815 1.89271e+06 651.75 1.59901e+06 652.256 1.80815 3.67037e+06 650.817 1.04422 3.57354 5
11344 1764 124087 16160827 1.84382e+06 651.75 1.57443e+06 652.261 1.83775 3.67328e+06 650.807 1.07208 3.60713 3
11345 1763 124147 16164883 1.79183e+06 652.25 1.53077e+06 652.272 1.89228 3.67688e+06 650.766 1.09181 3.69884 10
11377 1706 124132 13666108 1.59046e+06 652.25 1.32932e+06 652.284 1.83154 3.09211e+06 650.801 1.03368 3.67258 3
11385 1789 124111 16240566 1.89132e+06 651.75 1.6068e+06 652.265 1.80979 3.69162e+06 650.814 1.03922 3.57972 7
11443 1791 124157 16089578 1.74167e+06 651.75 1.50023e+06 651.793 1.92115 3.65874e+06 650.265 1.10859 3.73381 6
11503 1791 124080 16028456 1.83483e+06 651.75 1.56175e+06 652.252 1.83683 3.64259e+06 650.812 1.08777 3.61649 5
11534 1799 124147 16109209 1.81396e+06 652.25 1.52999e+06 652.267 1.8858 3.66248e+06 650.798 1.11475 3.68524 8
11586 1795 124040 15883885 1.81946e+06 651.75 1.54864e+06 652.253 1.83575 3.60963e+06 650.804 1.07556 3.61355 7
11645 1779 124202 15729339 1.824e+06 651.75 1.54855e+06 652.266 1.81785 3.57416e+06 650.817 1.05123 3.59513 5
11712 1785 124020 16109279 1.78129e+06 651.75 1.52494e+06 651.785 1.8926 3.66369e+06 650.271 1.08472 3.70396 3
11731 1726 240574 34278206 3.54895e+06 650.75 2.86154e+06 651.248 2.09639 7.67315e+06 649.838 1.4417 4.24565 4
11757 1779 124103 15821594 1.78388e+06 651.25 1.53111e+06 651.757 1.84975 3.59591e+06 650.292 1.08043 3.62812 3
12008 1746 132037 16467433 1.88361e+06 651.25 1.60141e+06 651.755 1.84037 3.74245e+06 650.3 1.07583 3.62558 4
12062 1745 124144 15528889 1.74389e+06 651.75 1.48289e+06 651.781 1.87567 3.53106e+06 650.275 1.06889 3.69174 5
12109 1751 124219 15523797 1.72014e+06 651.75 1.46229e+06 651.783 1.90129 3.52951e+06 650.285 1.10722 3.71043 9
12158 1722 123988 15246491 1.67982e+06 651.75 1.43747e+06 651.779 1.89905 3.46652e+06 650.265 1.09425 3.73113 4
12257 1749 124178 15399911 1.7671e+06 651.75 1.50196e+06 652.253 1.83546 3.50032e+06 650.795 1.06387 3.61443 6
12299 1748 124209 15388601 1.70775e+06 651.75 1.45436e+06 651.805 1.89433 3.49764e+06 650.296 1.09034 3.71018 4
12353 1743 124222 12300375 1.27438e+06 652.25 1.11619e+06 652.29 1.97335 2.79629e+06 650.75 1.17149 3.78986 6
12414 1744 124038 15286217 1.7694e+06 651.25 1.49585e+06 651.757 1.82879 3.47358e+06 650.31 1.0646 3.60882 4
12459 1737 133512 16654899 1.87075e+06 651.25 1.57152e+06 651.755 1.89085 3.77689e+06 650.333 1.1604 3.71572 6
12476 1729 124109 15321542 1.68476e+06 651.25 1.43133e+06 651.748 1.91046 3.47588e+06 650.309 1.17677 3.74284 5
12509 1732 124014 15335798 1.68086e+06 651.25 1.43264e+06 651.764 1.90903 3.47651e+06 650.306 1.15475 3.74758 9
12543 1739 124159 15374348 1.71365e+06 651.25 1.44027e+06 651.754 1.90421 3.48614e+06 650.321 1.16979 3.73328 6
12567 1707 124158 15131958 1.64628e+06 651.75 1.39105e+06 651.752 1.94321 3.43547e+06 650.283 1.18623 3.81006 5
12617 1721 124004 15099992 1.64468e+06 651.25 1.40344e+06 651.753 1.92053 3.42622e+06 650.334 1.20591 3.74644 5
12625 1714 124122 14922904 1.68299e+06 651.25 1.41167e+06 651.753 1.88616 3.38533e+06 650.362 1.18364 3.71932 8
12676 1720 124093 15042353 1.58816e+06 651.25 1.37012e+06 651.761 1.95935 3.41275e+06 650.329 1.24358 3.78815 6
12680 1721 124107 15125508 1.6293e+06 651.25 1.40041e+06 651.769 1.92801 3.43209e+06 650.326 1.18954 3.75742 7
12708 1726 124193 15102801 1.4395e+06 651.75 1.29442e+06 651.75 2.08304 3.42745e+06 650.183 1.28492 3.97278 10
12757 1722 124185 15017902 1.53025e+06 651.25 1.34461e+06 651.749 1.9923 3.40571e+06 650.266 1.24316 3.83668 7
12798 1725 124068 15032017 1.58741e+06 651.25 1.35793e+06 651.747 1.97523 3.40969e+06 650.327 1.27385 3.79625 7
12846 1697 123948 14679266 1.65275e+06 651.25 1.38736e+06 651.769 1.88775 3.32936e+06 650.396 1.20212 3.70322 3
12884 1720 124160 14888142 1.59792e+06 651.25 1.3758e+06 651.759 1.93055 3.37646e+06 650.323 1.20455 3.76303 4
12925 1705 124189 14953727 1.5917e+06 651.25 1.36807e+06 651.754 1.94816 3.38852e+06 650.328 1.2395 3.78534 8
12982 1575 124085 11657719 1.29679e+06 651.25 1.09389e+06 651.764 1.88487 2.62226e+06 650.333 1.15098 3.74872 9
12991 1682 124156 14475822 1.61967e+06 651.25 1.3691e+06 651.759 1.88618 3.28225e+06 650.374 1.19111 3.69858 9
13014 1687 123975 14583268 1.66542e+06 651.25 1.39497e+06 651.771 1.86383 3.30461e+06 650.401 1.17232 3.67007 7
13031 1659 124047 14219554 1.47833e+06 651.25 1.29304e+06 651.775 1.96002 3.2216e+06 650.301 1.2096 3.79805 5
13046 1697 123942 14566142 1.68608e+06 652.25 1.39245e+06 652.303 1.86865 3.30656e+06 650.896 1.13636 3.71383 1
13063 1714 123986 14892731 1.66304e+06 651.75 1.40852e+06 652.248 1.88735 3.37884e+06 650.836 1.17044 3.71054 3
13130 1709 123980 14820644 1.64527e+06 650.75 1.39145e+06 651.248 1.90098 3.36208e+06 649.824 1.17134 3.72658 8
13155 1705 123970 14784667 1.56948e+06 651.25 1.34711e+06 651.747 1.95699 3.35093e+06 650.319 1.24819 3.78174 5
13206 1732 124005 14944584 1.69264e+06 651.75 1.41809e+06 652.248 1.8783 3.38551e+06 650.87 1.18546 3.68905 4
13302 1727 123973 14886691 1.71335e+06 651.75 1.43029e+06 652.248 1.85538 3.37302e+06 650.858 1.14394 3.67653 4
13384 1720 124981 14880584 1.58695e+06 651.25 1.36659e+06 651.749 1.94039 3.37061e+06 650.297 1.20027 3.77174 5
13424 1729 192877 22981351 2.50153e+06 651.75 2.13348e+06 652.248 1.91823 5.20199e+06 650.818 1.19046 3.7445 3
13436 1728 147220 17523694 1.97188e+06 651.75 1.66057e+06 652.248 1.87934 3.96671e+06 650.847 1.16455 3.69954 7
13464 1722 129292 15343575 1.74893e+06 651.75 1.45882e+06 652.248 1.87315 3.47335e+06 650.862 1.16649 3.69203 9
13542 1720 133792 15868243 1.5874e+06 651.75 1.39866e+06 652.247 2.02038 3.59224e+06 650.765 1.27686 3.85624 10
13758 1720 124151 12781852 1.41148e+06 651.75 1.19681e+06 652.248 1.90402 2.89627e+06 650.853 1.20281 3.71573 3
13794 1712 134949 15810541 1.72514e+06 651.75 1.47046e+06 652.248 1.91603 3.58126e+06 650.831 1.19953 3.739 8
13858 1722 130030 15341549 1.69784e+06 651.75 1.43343e+06 652.248 1.90752 3.47587e+06 650.835 1.19197 3.73426 8
13894 1711 129889 13698689 1.37699e+06 651.25 1.21832e+06 651.747 2.00453 3.10424e+06 650.272 1.26767 3.83574 8
13961 1717 124850 14843727 1.6271e+06 651.25 1.38562e+06 651.748 1.90925 3.36256e+06 650.32 1.17977 3.7347 7
14017 1722 139430 16362385 1.82495e+06 651.25 1.5411e+06 651.748 1.89218 3.70681e+06 650.338 1.1732 3.71975 8
14052 1718 140375 16408139 1.84422e+06 651.75 1.55438e+06 652.247 1.88158 3.71769e+06 650.843 1.16672 3.70489 5
14107 1711 125570 13089942 1.39904e+06 651.75 1.20524e+06 652.248 1.93751 2.96825e+06 650.811 1.20976 3.76443 5
14119 1714 135536 13006426 1.43037e+06 651.25 1.21865e+06 651.747 1.90352 2.94885e+06 650.347 1.20344 3.72889 3
14121 1697 130999 15045944 1.64569e+06 651.25 1.39902e+06 651.749 1.91635 3.40846e+06 650.321 1.18755 3.75389 6
14174 1704 123908 14196026 1.52624e+06 651.25 1.31063e+06 651.747 1.93103 3.21723e+06 650.314 1.20689 3.76234 4
14210 1672 126298 13992825 1.57827e+06 651.75 1.32656e+06 652.248 1.87955 3.16929e+06 650.842 1.16132 3.7031 6
14222 1709 124219 13468025 1.4537e+06 651.25 1.24e+06 651.748 1.93609 3.05171e+06 650.323 1.21866 3.76105 4
14255 1711 124051 13178154 1.45967e+06 651.75 1.23788e+06 652.248 1.89721 2.98541e+06 650.84 1.1842 3.72395 5
14271 1709 8021 884929 99086 651.75 83361.7 652.251 1.89107 200407 650.837 1.16278 3.72327 5
14365 1680 133797 13752371 1.47682e+06 651.25 1.26514e+06 651.748 1.93694 3.11489e+06 650.298 1.20145 3.76916 5
14393 1715 124992 14250951 1.53333e+06 651.25 1.31287e+06 651.748 1.93447 3.22828e+06 650.294 1.19388 3.76832 5
14440 1719 132070 15040368 1.69422e+06 651.25 1.42177e+06 651.748 1.88439 3.40557e+06 650.327 1.15573 3.71498 8
14450 1720 123858 14042954 1.60181e+06 651.25 1.3408e+06 651.749 1.86582 3.17979e+06 650.329 1.13037 3.69348 5
14504 1720 124055 14066607 1.47218e+06 651.25 1.27736e+06 651.748 1.96112 3.18435e+06 650.274 1.2101 3.79864 4
14549 1723 119175 13477238 1.45986e+06 651.25 1.24401e+06 651.749 1.93073 3.05315e+06 650.28 1.1695 3.77015 3
14569 1721 180434 20438989 2.21259e+06 651.25 1.88847e+06 651.748 1.92995 4.6328e+06 650.29 1.18128 3.76546 8
14586 1702 123940 13835064 1.42199e+06 651.75 1.24622e+06 652.247 1.97837 3.13375e+06 650.768 1.23089 3.81042 5
14603 1724 124061 13996901 1.41947e+06 651.25 1.25153e+06 651.748 1.99347 3.17118e+06 650.25 1.23142 3.82888 4
14627 1719 126987 14353752 1.58267e+06 651.25 1.33898e+06 651.749 1.91025 3.25109e+06 650.31 1.16969 3.73845 4
14634 1720 124147 14026097 1.52192e+06 651.25 1.30024e+06 651.748 1.92199 3.17655e+06 650.294 1.17269 3.75557 5
14673 1720 123990 13971031 1.56092e+06 651.25 1.31323e+06 651.748 1.89584 3.16464e+06 650.331 1.17452 3.72198 7
14721 1731 126056 14231402 1.5351e+06 651.75 1.3163e+06 652.248 1.92739 3.22492e+06 650.78 1.16781 3.76613 9
14740 1727 142045 16018479 1.74586e+06 651.25 1.49221e+06 651.748 1.91365 3.6297e+06 650.299 1.16889 3.74658 9
14770 1719 131941 14793214 1.69096e+06 651.75 1.40844e+06 652.248 1.87179 3.35119e+06 650.83 1.13737 3.70308 6
14818 1717 133936 15067804 1.6576e+06 651.25 1.40761e+06 651.749 1.90801 3.41404e+06 650.301 1.16061 3.74654 6
14861 1710 165867 18539854 1.90596e+06 651.25 1.66334e+06 651.748 1.98659 4.20079e+06 650.248 1.21815 3.83192 4
14895 1716 128736 14448534 1.5429e+06 651.25 1.32742e+06 651.749 1.93967 3.27329e+06 650.274 1.17958 3.78656 2
14933 1718 124562 13930640 1.56095e+06 651.25 1.3125e+06 651.748 1.89175 3.15615e+06 650.333 1.16998 3.71924 4
14970 1701 124124 13725854 1.51721e+06 651.25 1.28256e+06 651.748 1.90802 3.11087e+06 650.304 1.16384 3.7446 4
15017 1717 124092 13709211 1.48119e+06 651.25 1.26174e+06 651.748 1.93623 3.10592e+06 650.287 1.18762 3.78265 5
15077 1726 124101 13839527 1.45922e+06 651.25 1.25559e+06 651.747 1.96499 3.13649e+06 650.297 1.23705 3.8013 1
15142 1726 123990 13822614 1.54776e+06 651.25 1.30123e+06 651.748 1.89349 3.13206e+06 650.325 1.16448 3.72523 1
15171 1722 127439 14191671 1.63353e+06 651.25 1.36406e+06 651.748 1.85439 3.21562e+06 650.334 1.12185 3.69193 8
15272 1717 136905 15180819 1.65833e+06 651.25 1.40621e+06 651.748 1.92326 3.4381e+06 650.318 1.19891 3.7555 7
15359 1719 131070 14530980 1.60672e+06 651.25 1.35259e+06 651.748 1.91354 3.29043e+06 650.323 1.1871 3.74718 8
15440 1718 133649 14974383 1.44747e+06 651.25 1.2961e+06 651.747 2.05804 3.39147e+06 650.205 1.27284 3.91491 9
15481 1720 124097 13844852 1.51674e+06 651.25 1.28797e+06 651.748 1.91454 3.13456e+06 650.308 1.1769 3.74772 3
15521 1718 124042 13842311 1.54705e+06 651.25 1.304e+06 651.748 1.89147 3.13555e+06 650.333 1.16858 3.72476 6
15560 1715 128615 14257213 1.54478e+06 651.25 1.32011e+06 651.747 1.92436 3.2297e+06 650.302 1.18868 3.76823 9
15604 1704 144337 15987725 1.78867e+06 651.25 1.49625e+06 651.748 1.90374 3.62142e+06 650.337 1.18933 3.73865 6
15638 1687 168224 18273810 1.99404e+06 651.25 1.70011e+06 651.747 1.91578 4.14034e+06 650.308 1.18304 3.75038 4
15687 1693 124206 13578260 1.49642e+06 651.25 1.26898e+06 651.749 1.90691 3.07621e+06 650.304 1.16285 3.74702 5
15723 1693 142253 15199156 1.67924e+06 651.25 1.42481e+06 651.748 1.90048 3.44249e+06 650.303 1.1549 3.74442 11
15750 1710 124135 13627302 1.50909e+06 651.25 1.27769e+06 651.748 1.90044 3.08686e+06 650.32 1.17196 3.73721 5
15765 1672 125272 13429176 1.33352e+06 651.25 1.18714e+06 651.748 2.01366 3.03974e+06 650.211 1.22481 3.88126 9
15807 1712 258399 28258064 3.03171e+06 651.25 2.59997e+06 651.748 1.93684 6.4022e+06 650.293 1.19381 3.77991 3
15849 1713 151953 16445217 1.63658e+06 651.25 1.44745e+06 651.747 2.02426 3.72564e+06 650.224 1.24798 3.88392 11
15868 1718 128154 13554651 1.47032e+06 651.25 1.25988e+06 651.748 1.9162 3.06933e+06 650.308 1.18489 3.75966 10
15915 1708 128038 13414195 1.43652e+06 651.25 1.23017e+06 651.748 1.94235 3.03777e+06 650.302 1.20918 3.78051 8
15988 1746 123953 12709032 1.38392e+06 651.25 1.17524e+06 651.748 1.92516 2.8764e+06 650.332 1.21518 3.75795 7
16054 1732 124003 12284037 1.26358e+06 651.75 1.10808e+06 652.248 1.97399 2.78078e+06 650.758 1.21224 3.82112 4
16152 1706 128621 13793747 1.38879e+06 651.25 1.22503e+06 651.748 2.00401 3.12111e+06 650.244 1.24022 3.85176 6
16192 1731 124089 13487439 1.50374e+06 651.25 1.26638e+06 651.748 1.89652 3.05311e+06 650.32 1.16395 3.72993 4
16217 1728 132810 14445266 1.62453e+06 651.75 1.36733e+06 652.248 1.88093 3.26939e+06 650.835 1.16063 3.71316 9
16260 1737 372282 39957348 4.47575e+06 651.25 3.8268e+06 651.748 1.86434 9.06081e+06 650.288 1.09823 3.65443 2
16291 1712 124324 13043409 1.44819e+06 651.25 1.24341e+06 651.748 1.87305 2.95809e+06 650.272 1.0966 3.67212 5
16351 1710 124580 13064908 1.44379e+06 651.75 1.23686e+06 652.247 1.8862 2.96295e+06 650.785 1.12668 3.67552 4
16412 1710 124128 12958413 1.44099e+06 651.25 1.23757e+06 651.748 1.86928 2.93832e+06 650.264 1.08497 3.67165 7
16462 1693 128059 13177614 1.53441e+06 651.25 1.28991e+06 651.748 1.8236 2.98752e+06 650.32 1.07475 3.61291 6
16510 1699 141724 14506490 1.49806e+06 651.75 1.31174e+06 651.754 1.97478 3.28995e+06 650.207 1.16495 3.81492 5
16544 1708 127758 13220008 1.51051e+06 651.25 1.28202e+06 651.748 1.84048 2.99688e+06 650.297 1.07753 3.63674 4
16577 1703 163147 16695830 1.85518e+06 651.25 1.58886e+06 651.748 1.87483 3.78378e+06 650.272 1.09877 3.67843 6
16615 1696 128097 13101539 1.43267e+06 651.75 1.21961e+06 651.754 1.91807 2.97118e+06 650.258 1.13722 3.75497 5
16644 1696 125275 12734306 1.295e+06 651.75 1.14069e+06 651.755 1.99356 2.8884e+06 650.179 1.16569 3.84607 7
16650 1694 129079 13178124 1.33014e+06 651.25 1.18697e+06 651.748 1.98139 2.98765e+06 650.198 1.17578 3.80027 6
16674 1752 124777 13152554 1.35044e+06 651.25 1.19216e+06 651.747 1.9693 2.9822e+06 650.228 1.18412 3.77429 11
16700 1744 10532 1073483 123169 651.75 102796 651.757 1.86606 243553 650.288 1.0811 3.67905 2
16704 1745 127514 13145245 1.4184e+06 651.25 1.22099e+06 651.748 1.92146 2.97995e+06 650.268 1.15471 3.71939 7
16711 1753 125740 13183505 1.46453e+06 651.25 1.25441e+06 651.747 1.87611 2.98916e+06 650.29 1.12186 3.67311 7
16739 1751 128829 13595047 1.44048e+06 651.25 1.26202e+06 651.748 1.9232 3.08308e+06 650.231 1.12991 3.73437 5
16772 1768 134146 14253931 1.59615e+06 651.25 1.36501e+06 651.748 1.86384 3.23154e+06 650.291 1.10753 3.66464 8
16884 1737 127622 13315198 1.53514e+06 651.75 1.29493e+06 652.248 1.83496 3.01805e+06 650.8 1.07102 3.6316 3
16933 1769 126900 13488354 1.34352e+06 651.25 1.20617e+06 651.747 1.99648 3.05902e+06 650.198 1.19521 3.81062 6
16964 1780 149469 15977109 1.78834e+06 651.75 1.53038e+06 652.248 1.86375 3.62284e+06 650.779 1.09083 3.6652 13
16971 1789 124963 13382015 1.5392e+06 651.75 1.29981e+06 652.248 1.83799 3.0345e+06 650.796 1.07225 3.63911 5
16981 1787 121511 13023710 1.49214e+06 651.75 1.26253e+06 652.248 1.84145 2.9529e+06 650.805 1.08654 3.63571 3
17032 1763 123982 13030304 1.49705e+06 651.75 1.26589e+06 652.248 1.83772 2.95458e+06 650.805 1.07885 3.62971 3
17054 1791 124230 13329263 1.49692e+06 651.75 1.27982e+06 652.248 1.85923 3.0223e+06 650.788 1.0956 3.65785 3
17326 1753 128524 13301003 1.48724e+06 651.25 1.27021e+06 651.748 1.86878 3.01553e+06 650.273 1.0953 3.68117 4
17358 1774 125386 13172357 1.45842e+06 651.25 1.25096e+06 651.748 1.87996 2.98712e+06 650.264 1.0982 3.68224 7
17388 1773 125783 13116149 1.47452e+06 651.25 1.25927e+06 651.749 1.85916 2.97379e+06 650.261 1.06509 3.66459 5
17391 1760 77128 8000284 922890 651.75 778071 652.248 1.83581 1.81434e+06 650.808 1.0797 3.63298 8
17392 1758 127651 13340655 1.54418e+06 651.75 1.30291e+06 652.248 1.82793 3.02496e+06 650.79 1.05302 3.62822 4
17422 1773 134260 14048363 1.57041e+06 651.75 1.34342e+06 652.247 1.86652 3.18514e+06 650.767 1.08751 3.67387 8
17512 1770 133623 13902546 1.56499e+06 651.75 1.33379e+06 652.248 1.86076 3.15241e+06 650.781 1.09232 3.66302 4
17522 1767 168615 17525733 1.88824e+06 651.75 1.63656e+06 652.247 1.91172 3.97393e+06 650.753 1.13327 3.71284 4
17556 1763 124044 12746384 1.43909e+06 651.75 1.22215e+06 652.248 1.86198 2.89029e+06 650.788 1.09653 3.65653 2
17564 1760 124182 12772931 1.42409e+06 651.75 1.21527e+06 652.247 1.87647 2.89635e+06 650.791 1.12116 3.66946 3
17578 1759 133877 14549484 1.63749e+06 651.75 1.39724e+06 652.248 1.85983 3.3002e+06 650.783 1.09175 3.65129 6
17604 1766 124556 12808023 1.38187e+06 651.75 1.199e+06 652.248 1.90545 2.90246e+06 650.743 1.11952 3.72391 2
17703 1764 125902 12575738 1.39522e+06 651.75 1.19392e+06 652.247 1.87751 2.84775e+06 650.778 1.11423 3.68894 3
17708 1761 125829 12500728 1.41246e+06 651.75 1.19969e+06 652.248 1.85781 2.83143e+06 650.779 1.08481 3.669 5
17746 1751 124087 12267182 1.21286e+06 651.75 1.09698e+06 652.248 1.99375 2.7789e+06 650.646 1.15227 3.83829 7
17755 1757 123986 12313843 1.39822e+06 651.25 1.18457e+06 651.746 1.85347 2.78909e+06 650.292 1.09199 3.65934 1
17778 1753 126517 12361928 1.42073e+06 651.75 1.19595e+06 652.247 1.84266 2.79981e+06 650.788 1.07396 3.65847 5
17789 1749 130487 12746392 1.41166e+06 652.25 1.18857e+06 652.253 1.90984 2.88373e+06 650.816 1.17713 3.74512 4
17831 1752 124240 12157025 1.34536e+06 651.75 1.15196e+06 652.247 1.88103 2.75308e+06 650.757 1.09482 3.69961 6
17865 1749 199531 19460496 1.90336e+06 651.25 1.7161e+06 651.748 2.02156 4.40834e+06 650.139 1.17097 3.87172 15
18006 1751 173477 16910071 1.83765e+06 652.25 1.57053e+06 652.253 1.92042 3.83144e+06 650.732 1.11643 3.77211 4
18030 1726 120822 11578237 1.31196e+06 651.75 1.10919e+06 652.247 1.86036 2.62159e+06 650.777 1.08525 3.67541 5
18038 1742 137356 13259742 1.55426e+06 651.75 1.30126e+06 652.247 1.81579 3.00194e+06 650.799 1.04782 3.63293 4
18148 1741 124620 11716856 1.16332e+06 651.75 1.04375e+06 652.246 2.00112 2.65392e+06 650.678 1.18808 3.83705 5
18187 1719 125217 12014870 1.25827e+06 652.25 1.08894e+06 652.252 1.96841 2.72271e+06 650.709 1.16211 3.8179 4
18227 1743 124026 11936444 1.31052e+06 651.75 1.12389e+06 652.248 1.89275 2.70246e+06 650.773 1.12488 3.70326 5
18284 1723 167673 15784844 1.60604e+06 652.25 1.42194e+06 652.254 1.98391 3.58209e+06 650.704 1.17586 3.81436 5
18290 1720 177244 14504822 1.61544e+06 651.75 1.38762e+06 652.248 1.86613 3.28827e+06 650.798 1.11453 3.65106 5
18310 1708 132751 8397282 913580 652.25 777235 652.255 1.92503 1.90048e+06 650.78 1.15963 3.75879 2
18318 1719 181796 11542133 1.20894e+06 652.25 1.06685e+06 652.748 1.92933 2.61407e+06 651.26 1.16156 3.72196 4
18370 1710 173869 19162251 2.12682e+06 651.75 1.82248e+06 652.247 1.87829 4.34693e+06 650.787 1.11987 3.6634 5
18376 1708 173898 19240569 2.15473e+06 651.75 1.8449e+06 652.247 1.86321 4.36499e+06 650.784 1.09979 3.64887 7
18427 1715 126580 14052060 1.62685e+06 651.75 1.37146e+06 652.247 1.83035 3.1875e+06 650.815 1.08188 3.60857 9
18477 1715 124156 12980742 1.48716e+06 651.75 1.26398e+06 652.247 1.83407 2.94382e+06 650.83 1.10461 3.61142 2
18529 1728 128791 14302149 1.34679e+06 651.75 1.23541e+06 651.753 2.06913 3.2459e+06 650.099 1.19521 3.9284 10
18565 1727 124128 13515514 1.5546e+06 651.75 1.3167e+06 652.247 1.83299 3.06517e+06 650.803 1.07738 3.62473 3
18597 1724 154822 12024078 1.40853e+06 651.75 1.18638e+06 652.247 1.80815 2.72433e+06 650.836 1.07094 3.59219 2
18635 1722 125515 11785024 1.37806e+06 651.75 1.16128e+06 652.247 1.81083 2.67075e+06 650.819 1.0618 3.60203 3
18675 1714 250834 15706785 1.83538e+06 651.75 1.54279e+06 652.247 1.81316 3.55307e+06 650.858 1.09642 3.59752 10
18705 1711 248791 10769243 1.23056e+06 651.75 1.04888e+06 652.247 1.82982 2.4371e+06 650.873 1.13408 3.5914 4
18741 1710 250790 29883273 3.42019e+06 651.75 2.92661e+06 652.247 1.82865 6.79317e+06 650.787 1.05681 3.59476 5
18767 1710 359640 43265526 4.89345e+06 651.75 4.20169e+06 652.247 1.84386 9.8347e+06 650.794 1.08444 3.61129 6
18800 1712 124269 14823233 1.63251e+06 651.75 1.42552e+06 652.247 1.8612 3.36834e+06 650.755 1.07661 3.64109 4
18836 1706 132063 15651921 1.7811e+06 651.75 1.52417e+06 652.247 1.83853 3.55723e+06 650.802 1.08492 3.60294 3
18867 1708 124372 14958619 1.73954e+06 651.75 1.47759e+06 652.247 1.81262 3.39988e+06 650.809 1.05505 3.57783 4
18895 1711 126146 14952885 1.67795e+06 651.75 1.44834e+06 652.247 1.84814 3.39814e+06 650.773 1.06933 3.62137 6
18927 1699 124060 14579427 1.72457e+06 651.75 1.45684e+06 652.247 1.79128 3.31271e+06 650.809 1.02776 3.55859 2
18961 1699 180162 21054518 2.47616e+06 651.75 2.09902e+06 652.247 1.79544 4.78412e+06 650.798 1.02503 3.56802 6
18993 1699 127118 14183917 1.58836e+06 651.75 1.36752e+06 652.246 1.85633 3.22282e+06 650.802 1.112 3.62413 6
19027 1690 124171 13717451 1.56811e+06 651.75 1.33562e+06 652.247 1.83777 3.11623e+06 650.816 1.09485 3.60503 1
19066 1691 127400 13996988 1.50835e+06 651.75 1.32038e+06 652.247 1.89699 3.18014e+06 650.749 1.11369 3.6787 8
19109 1687 131089 14006582 1.6364e+06 651.75 1.38806e+06 652.247 1.80506 3.18106e+06 650.824 1.06166 3.57718 5
19140 1689 128561 13139920 1.46273e+06 652.25 1.24906e+06 652.253 1.88228 2.98443e+06 650.772 1.10484 3.68597 7
19169 1677 230354 25494330 2.58107e+06 651.75 2.32511e+06 652.247 1.96153 5.79109e+06 650.702 1.1605 3.75632 8
19205 1688 124936 14007373 1.59496e+06 651.75 1.36737e+06 652.248 1.83277 3.18148e+06 650.81 1.08667 3.60139 4
19235 1685 124081 13216441 1.36562e+06 651.75 1.19308e+06 651.754 1.9825 3.00279e+06 650.232 1.19744 3.79286 6
19272 1670 124067 13292431 1.50243e+06 651.75 1.28879e+06 652.248 1.84501 3.01857e+06 650.796 1.08482 3.6131 3
19308 1682 142336 15311959 1.80489e+06 651.75 1.52471e+06 652.248 1.79623 3.4769e+06 650.831 1.05327 3.56373 2
19344 1679 125062 13018590 1.47457e+06 651.75 1.26534e+06 652.248 1.83976 2.95547e+06 650.79 1.07575 3.61649 2
19380 1662 166004 17476375 1.70276e+06 652.25 1.55765e+06 652.747 2.00709 3.96957e+06 651.176 1.19319 3.80264 9
19451 1661 123212 10968429 957795 651.75 918702 652.248 2.1331 2.48867e+06 650.579 1.26557 3.96377 13
19484 1654 124132 13684408 1.55772e+06 651.25 1.33522e+06 651.748 1.83419 3.10883e+06 650.285 1.06014 3.60246 4
19521 1659 124091 13710099 1.54476e+06 651.25 1.32047e+06 651.747 1.85759 3.1139e+06 650.295 1.09593 3.62234 7
19539 1651 123521 13575336 1.59699e+06 651.25 1.34e+06 651.747 1.81272 3.08377e+06 650.33 1.06671 3.57698 4
19565 1654 129749 14349364 1.36594e+06 651.75 1.23828e+06 652.25 2.07353 3.2602e+06 650.613 1.19476 3.88261 10
19635 1650 130245 14318733 1.61874e+06 651.25 1.38059e+06 651.747 1.85602 3.25322e+06 650.293 1.09681 3.63002 4
19664 1659 135197 14880454 1.67002e+06 651.25 1.43218e+06 651.747 1.85926 3.3806e+06 650.296 1.10492 3.63035 3
19675 1660 127058 13996464 1.55367e+06 651.25 1.3379e+06 651.747 1.87213 3.1798e+06 650.281 1.10669 3.6431 6
19701 1654 127215 13510075 1.53007e+06 651.75 1.29371e+06 651.753 1.86859 3.06863e+06 650.284 1.09521 3.6706 6
19737 1660 137137 14530161 1.64686e+06 651.75 1.41093e+06 652.246 1.84171 3.29913e+06 650.794 1.08513 3.61896 4
19776 1655 128627 13753005 1.63681e+06 650.75 1.39289e+06 651.247 1.81724 3.20562e+06 649.859 1.06167 3.39733 6
19829 1648 128759 13322130 1.50704e+06 650.75 1.30681e+06 651.249 1.87532 3.10411e+06 649.82 1.0932 3.46842 2
19856 1652 186776 19678063 2.44024e+06 650.75 2.02937e+06 651.249 1.78436 4.58612e+06 649.901 1.04525 3.35132 6
19895 1648 181018 18950650 1.73667e+06 650.25 1.69344e+06 650.751 2.05938 4.41767e+06 649.107 1.14928 3.7165 6
19935 1631 127816 12871580 1.62379e+06 650.75 1.33446e+06 651.25 1.77241 2.99593e+06 649.894 1.02014 3.3527 5
19969 1650 124424 13071870 1.52564e+06 650.75 1.31872e+06 651.248 1.82458 3.04729e+06 649.827 1.04712 3.41986 5
