RunNumber NLivePmts NTT8 Nentries MaxY MaxX GausAmp GausMean GausSigma SkewAmp SkewMean SkewLeftSigma SkewRightSigma BadChannels
30519 1253 166115 14957898 2.30561e+06 650.75 1.79713e+06 651.249 1.53431 3.49225e+06 649.996 0.804703 3.08453 6
30545 1233 156974 13980991 2.1684e+06 650.75 1.68475e+06 651.248 1.53012 3.26374e+06 650.008 0.797836 3.03373 4
30603 1245 170281 15230641 2.35319e+06 650.75 1.84567e+06 651.249 1.52088 3.55539e+06 650.015 0.804381 3.06663 2
30642 1250 150171 13385921 2.08038e+06 650.75 1.62204e+06 651.248 1.5208 3.12432e+06 650.004 0.797868 3.06991 4
30683 1237 155701 13539290 2.05574e+06 650.75 1.62612e+06 651.248 1.53464 3.15933e+06 650.017 0.809136 3.02793 2
30734 1245 205375 17314608 2.64719e+06 651.75 2.07695e+06 652.248 1.5363 4.04012e+06 651.009 0.80936 3.04839 6
30754 1217 203503 17723756 2.68942e+06 651.75 2.13434e+06 652.248 1.53076 4.13652e+06 651.013 0.804161 3.03362 5
30810 1221 149707 13030380 1.99515e+06 650.75 1.56571e+06 651.248 1.53407 3.0411e+06 650.01 0.805967 3.04075 3
30840 1227 175166 15265681 2.30709e+06 650.75 1.84131e+06 651.248 1.52827 3.56409e+06 650.014 0.815376 3.07394 6
30886 1242 203264 17182701 2.62962e+06 650.75 2.06836e+06 651.248 1.53118 4.01044e+06 650.006 0.802561 3.05328 5
30920 1237 157094 13416739 2.03423e+06 650.75 1.61083e+06 651.248 1.53508 3.13199e+06 649.99 0.80587 3.09324 3
30964 1242 149812 13088635 2.02391e+06 651.75 1.57592e+06 652.248 1.53077 3.05487e+06 651.002 0.799528 3.05617 3
30988 1245 240681 21071013 3.23145e+06 650.75 2.53692e+06 651.247 1.53093 4.91771e+06 650.006 0.79943 3.0414 6
31026 1245 297233 26076867 4.0037e+06 651.75 3.13671e+06 652.248 1.53235 6.08619e+06 651.002 0.800337 3.05323 5
31089 1178 150981 12286278 1.85939e+06 649.75 1.47036e+06 650.248 1.53893 2.86602e+06 649 0.816538 3.09212 5
31114 1214 164362 14107983 2.17168e+06 650.75 1.6974e+06 651.248 1.53226 3.29412e+06 650.008 0.816271 3.07884 4
31171 1231 218714 18940760 2.88513e+06 651.75 2.27864e+06 652.249 1.53205 4.42015e+06 651.008 0.8022 3.04275 4
31222 1234 208823 18123635 2.77665e+06 650.75 2.17066e+06 651.249 1.53899 4.22977e+06 650.009 0.808757 3.04466 3
31232 1238 160090 13964560 2.15258e+06 650.75 1.67864e+06 651.248 1.5332 3.25876e+06 650.007 0.802386 3.04601 3
31257 1232 152614 13266490 2.02674e+06 650.75 1.58785e+06 651.248 1.54017 3.09663e+06 650.011 0.813719 3.04986 5
31288 1233 168962 14635428 2.23535e+06 651.75 1.74899e+06 652.248 1.54248 3.41598e+06 651.008 0.815134 3.0548 3
31346 1230 149917 12954683 1.99711e+06 649.75 1.54806e+06 650.249 1.54218 3.02384e+06 648.993 0.813495 3.09658 4
31363 1233 151745 13108639 1.98485e+06 650.75 1.56629e+06 651.248 1.54261 3.05899e+06 650.009 0.814265 3.03883 5
31402 1206 154847 12960803 1.97391e+06 650.75 1.55692e+06 651.248 1.53343 3.024e+06 649.988 0.800494 3.09459 4
31433 1186 152945 12706367 1.95192e+06 650.75 1.52579e+06 651.248 1.53516 2.96659e+06 649.998 0.812488 3.08539 4
31465 1223 152120 13054600 2.00586e+06 650.75 1.56206e+06 651.248 1.54036 3.04634e+06 650.012 0.814075 3.03837 8
31496 1220 156376 13403427 2.05562e+06 650.75 1.59928e+06 651.249 1.5447 3.12883e+06 649.993 0.816553 3.09676 3
31555 1219 150861 12861374 1.96017e+06 650.75 1.53772e+06 651.249 1.54128 3.00177e+06 649.992 0.809712 3.09398 9
31588 1218 151371 12823216 1.95066e+06 650.75 1.53571e+06 651.249 1.53831 2.99233e+06 650.003 0.8171 3.09197 3
31619 1209 175586 14737214 2.24828e+06 650.75 1.76553e+06 651.249 1.53765 3.4385e+06 650.006 0.818365 3.08648 8
31655 1209 150680 12691138 1.93471e+06 649.75 1.51914e+06 650.25 1.53926 2.96177e+06 649.003 0.815282 3.08913 7
31681 1214 150037 12724009 1.93269e+06 650.75 1.51988e+06 651.249 1.54262 2.96955e+06 649.997 0.81719 3.09341 6
31754 1211 159252 13401539 2.05466e+06 650.75 1.60818e+06 651.249 1.53573 3.127e+06 650.015 0.809597 3.03898 7
31810 1214 282803 23819978 3.66016e+06 650.75 2.86423e+06 651.249 1.53228 5.55884e+06 650.007 0.811733 3.08017 6
31843 1208 150097 12595075 1.929e+06 650.75 1.50868e+06 651.249 1.53837 2.93848e+06 650.009 0.807752 3.04079 4
31875 1212 149526 12639788 1.90259e+06 650.75 1.51837e+06 651.249 1.5342 2.95044e+06 650.014 0.82004 3.07718 2
31895 1210 149464 12602403 1.93104e+06 650.75 1.51286e+06 651.249 1.5352 2.94159e+06 650.007 0.815924 3.08008 4
31939 1205 150051 12544980 1.93996e+06 650.75 1.50444e+06 651.248 1.53646 2.92744e+06 650.01 0.820299 3.07531 4
32202 1187 158428 12826038 2.03699e+06 643.75 1.55621e+06 644.248 1.51902 2.99421e+06 643.021 0.797033 3.05884 3
32238 1189 561613 43332061 6.40763e+06 643.75 4.88802e+06 644.242 1.63274 1.01102e+07 643.243 1.13187 3.10248 32
32266 1188 1079659 82266408 1.20465e+07 642.75 9.32591e+06 643.249 1.62235 1.91738e+07 642.158 1.05035 3.13753 51
32267 1187 54746 4252791 634022 643.75 479831 644.247 1.63275 992481 643.225 1.11463 3.10572 43
32300 1187 150786 11629442 1.75891e+06 643.75 1.32255e+06 644.246 1.61999 2.71445e+06 643.192 1.07485 3.11012 35
32336 1174 159343 12169414 1.80477e+06 643.75 1.37056e+06 644.245 1.63571 2.83966e+06 643.234 1.12573 3.09966 36
32360 1169 167463 12725769 1.90994e+06 643.75 1.44843e+06 644.246 1.61852 2.96978e+06 643.175 1.05839 3.10508 27
32428 1162 151130 5867524 825730 643.75 647866 644.246 1.66214 1.36486e+06 643.075 1.02667 3.20996 19
32537 1171 150247 11319482 1.73659e+06 645.75 1.3574e+06 645.752 1.53793 2.64189e+06 644.544 0.878322 3.05713 8
32579 1170 159582 11857451 1.83348e+06 645.75 1.42056e+06 645.752 1.53969 2.76806e+06 644.554 0.888957 3.05607 4
32638 1165 153963 11353664 1.66761e+06 645.75 1.30542e+06 645.751 1.60387 2.64994e+06 644.635 1.03475 3.09038 17
32672 1163 175316 12636018 1.93082e+06 645.75 1.4956e+06 645.752 1.55811 2.94914e+06 644.554 0.9218 3.07491 4
32701 1163 150111 10769367 1.56766e+06 645.75 1.22777e+06 645.751 1.61763 2.51383e+06 644.612 1.04259 3.11762 14
32746 1150 151520 10748402 1.60666e+06 645.75 1.22687e+06 645.751 1.6157 2.50886e+06 644.59 1.03577 3.12346 7
32774 1145 150711 10781789 1.62144e+06 646.75 1.23188e+06 646.75 1.61406 2.51673e+06 645.619 1.05681 3.11458 15
32895 1131 162204 11327522 1.72252e+06 645.75 1.32034e+06 645.751 1.58184 2.64345e+06 644.57 0.976368 3.1013 7
32917 1143 161456 11283371 1.75302e+06 646.75 1.32197e+06 646.876 1.57331 2.63256e+06 645.705 0.97532 3.08182 6
32955 1138 159777 11162826 1.66671e+06 646.25 1.26234e+06 646.297 1.63001 2.60423e+06 645.22 1.11066 3.1055 7
32988 1138 194707 13564757 2.00486e+06 646.25 1.53138e+06 646.172 1.63338 3.16546e+06 645.035 1.07027 3.13193 13
33016 1133 171105 11874433 1.83136e+06 646.75 1.38154e+06 646.883 1.5848 2.77114e+06 645.712 0.993227 3.09158 4
33040 1132 156509 10868427 1.666e+06 646.25 1.24296e+06 646.32 1.61224 2.53651e+06 645.191 1.05194 3.1089 8
33067 1130 168977 11715630 1.7762e+06 646.25 1.34103e+06 646.373 1.61053 2.73347e+06 645.226 1.03609 3.10764 5
33109 1089 217829 14236402 1.87366e+06 646.25 1.48482e+06 646.5 1.76594 3.31844e+06 645.455 1.32485 3.19865 9
33168 1125 163613 11201314 1.69436e+06 646.25 1.27735e+06 646.415 1.61687 2.61355e+06 645.299 1.06992 3.10254 3
